candidate,state,district,office,year,party,stage,sel_date,n_snapshots_available,n_pages,page_types,urlkey,n_char,n_words,text_quality,candidate_icpsr,name_key,candidate_year_stage,cand_id,bonica_rid,ICPSR,NID,cand_ici,party_icpsr,district_num,district_id,seat,data_source,cfscore,cfscore_dyn,dwnom1,dwnom2
Enrique Mr. Garcia,TX,16.0,house,2018,D,2,20180214190238,7,7,biography;homepage;other,https://www.egarcia4congress.com,15830,2035,usable,"Garcia, Enrique Mr.",garcia_enrique,"Garcia, Enrique Mr._2018_2",H8TX16091,cand141707,H8TX160912018,NH8TX16091,O,democrat,16.0,TX16,federal:house,general_wayback,-2.029,-2.029,,
Tod Curtis,IN,9.0,house,2018,D,2,20180331045247,1,2,homepage;other,http://www.curtisforcongress.org,5241,445,usable,"Curtis, Tod",curtis_tod,"Curtis, Tod_2018_2",H8IN09099,cand141134,H8IN090992018,NH8IN09099,C,democrat,9.0,IN09,federal:house,general_wayback,-1.042,-1.042,,
Kenneth S Calvert,CA,42.0,house,2018,R,2,20181215061718,15,8,biography;homepage;issues;news;other,https://www.calvertforcongress.com,14908,1944,usable,"Calvert, Kenneth S",calvert_kenneth,"Calvert, Kenneth S_2018_2",H2CA37023,cand1262,293232022,N00007099,I,republican,42.0,CA42,federal:house,general_wayback,0.859,0.84,0.341,0.262
Frank Perez,FL,27.0,house,2018,D,2,20180906012455,2,4,action;homepage;other,https://www.frankforflorida.com,10244,845,usable,"Perez, Frank",perez_frank,"Perez, Frank_2018_2",H6FL27015,cand122085,H6FL270152016,NH6FL27015,C,democrat,27.0,FL27,federal:house,general_wayback,-0.822,,,
James P. Mr. Mcgovern,MA,2.0,house,2018,D,2,20180824113152,14,1,homepage,https://jimmcgovern.com,2236,294,usable,"Mcgovern, James P. Mr.",mcgovern_james,"Mcgovern, James P. Mr._2018_2",H4MA03022,cand1455,297292022,N00000179,I,democrat,2.0,MA02,federal:house,general_wayback,-0.776,-0.884,-0.539,-0.323
Bismark Agbemble,PA,1.0,house,2018,D,2,20181227043931,3,10,homepage;other,https://www.partnersforchange.com,27595,3658,usable,"Agbemble, Bismark",agbemble_bismark,"Agbemble, Bismark_2018_2",H0PA01275,,,,C,democrat,1.0,PA01,,general_wayback,,,,
Michael Waltz,FL,6.0,house,2018,R,2,20180826121843,32,6,action;biography;homepage;issues;news;other,https://www.michaelwaltz.com,21017,2937,usable,"Waltz, Michael",waltz_michael,"Waltz, Michael_2018_2",H8FL06148,cand144007,H8FL061482022,NH8FL06148,O,republican,6.0,FL06,federal:house,general_wayback,1.246,1.091,0.44,-0.115
Lenar Whitney,LA,6.0,house,2018,R,2,20180826130403,2,10,homepage;other,https://www.lenarwhitney.com,23271,3369,usable,"Whitney, Lenar",whitney_lenar,"Whitney, Lenar_2018_2",H4LA06179,cand193552,H4LA061792016,N00036636,O,republican,6.0,LA06,state:lower,general_wayback,1.187,,,
Doug Mclinko,PA,12.0,house,2018,R,2,20180503165319,10,6,biography;homepage;issues;other,http://www.dougmclinko.com/,14545,1933,usable,"Mclinko, Doug",mclinko_doug,"Mclinko, Doug_2018_2",H8PA10188,cand143234,H8PA101882018,NH8PA10188,C,republican,12.0,PA12,federal:house,general_wayback,1.268,1.268,,
Jared Golden,ME,2.0,house,2018,D,2,20180821040902,34,6,action;endorsements;homepage;news;other,https://jaredgoldenforcongress.com/,32761,4917,usable,"Golden, Jared",golden_jared,"Golden, Jared_2018_2",H8ME02185,cand141933,H8ME021852022,NH8ME02185,C,democrat,2.0,ME02,federal:house,general_wayback,-0.953,-1.025,-0.109,0.368
Audri Scott 1955 Williams,AL,2.0,house,2018,D,2,20180121045537,12,1,homepage,https://audriscottwilliams.com,3698,529,usable,"Williams, Audri Scott 1955",williams_audri,"Williams, Audri Scott 1955_2018_2",H8AL02163,cand141042,H8AL021632018,NH8AL02163,C,democrat,2.0,AL02,federal:house,general_wayback,-1.33,-1.33,,
Debbie Dingell,MI,12.0,house,2018,D,2,20181222142130,24,19,biography;endorsements;homepage;issues;news;other,https://www.debbiedingellforcongress.com,177998,28229,usable,"Dingell, Debbie",dingell_debbie,"Dingell, Debbie_2018_2",H4MI12079,cand186651,H4MI120792022,N00036149,I,democrat,12.0,MI12,federal:house,general_wayback,-0.575,-0.627,-0.402,-0.16
Nicolas T Mr. Kimaz,FL,22.0,house,2018,R,2,20181005191420,16,29,action;homepage;issues;news;other,https://www.kimazforcongress.com,45115,5812,usable,"Kimaz, Nicolas T Mr.",kimaz_nicolas,"Kimaz, Nicolas T Mr._2018_2",H8FL22061,cand143144,H8FL220612020,NH8FL22061,C,republican,22.0,FL22,federal:house,general_wayback,1.324,1.618,,
John Fitzgerald,CA,11.0,house,2018,R,2,20181103162100,43,17,homepage;issues;other,https://johnfitzgeraldforcongress.com,438582,63711,usable,"Fitzgerald, John",fitzgerald_john,"Fitzgerald, John_2018_2",H0CA07111,,,,C,republican,11.0,CA11,,general_wayback,,,,
Nicholas V. Taylor,TX,3.0,house,2018,R,2,20180117045334,8,8,action;biography;homepage;issues;news,https://www.vantaylor.com,30416,4417,usable,"Taylor, Nicholas V.",taylor_nicholas,"Taylor, Nicholas V._2018_2",H8TX03123,cand141700,H8TX031232022,NH8TX03123,O,republican,3.0,TX03,federal:house,general_wayback,1.159,1.239,0.581,-0.223
Paul Pelletier,VA,10.0,house,2018,D,2,20181125130311,10,4,action;homepage;news;other,http://www.paulforvirginia.com,5440,545,usable,"Pelletier, Paul",pelletier_paul,"Pelletier, Paul_2018_2",H8VA10171,cand142814,H8VA101712018,NH8VA10171,C,democrat,10.0,VA10,federal:house,general_wayback,-0.806,-0.806,,
Bruce Wheeler,AZ,2.0,house,2018,D,2,20180524172219,15,2,homepage;other,https://wheelerforcongress2018.com,17372,2484,usable,"Wheeler, Bruce",wheeler_bruce,"Wheeler, Bruce_2018_2",H8AZ02169,cand141911,H8AZ021692018,NH8AZ02169,O,democrat,2.0,AZ02,federal:house,general_wayback,-0.983,-0.983,,
Denise Juneau,MT,0.0,house,2018,D,2,20180411052149,6,2,homepage;news,http://www.denisejuneau.com,10403,1461,usable,"Juneau, Denise",juneau_denise,"Juneau, Denise_2018_2",H6MT01095,cand77315,H6MT010952018,NH6MT01095,C,democrat,0.0,MT01,federal:house,general_wayback,-1.068,,,
Jim Mowrer,IA,3.0,house,2018,D,2,20180527233044,1,2,biography;homepage,http://www.jimforiowa.com,4307,690,usable,"Mowrer, Jim",mowrer_jim,"Mowrer, Jim_2018_2",H4IA04113,cand160431,H4IA041132018,N00035416,C,democrat,3.0,IA03,federal:house,general_wayback,-0.968,,,
John Culberson,TX,7.0,house,2018,R,2,20181106160508,111,1,homepage,https://www.culbersonforcongress.com,11590,1188,usable,"Culberson, John",culberson_john,"Culberson, John_2018_2",H0TX07055,cand859,201392018,N00009738,I,republican,7.0,TX07,federal:house,general_wayback,1.203,1.216,0.503,0.366
Daniel Meuser,PA,9.0,house,2018,R,2,20181205214454,26,3,action;homepage;other,https://www.meuserforcongress.com,5903,712,usable,"Meuser, Daniel",meuser_daniel,"Meuser, Daniel_2018_2",H8PA10147,cand56320,H8PA101472022,NH8PA10147,O,republican,9.0,PA09,federal:house,general_wayback,0.831,0.83,0.494,0.242
Timothy W Mr. Bjorkman,SD,0.0,house,2018,D,2,20181005201835,18,22,action;biography;homepage;issues;other,https://timbjorkman.com,75032,10061,usable,"Bjorkman, Timothy W Mr.",bjorkman_timothy,"Bjorkman, Timothy W Mr._2018_2",H8SD01097,cand141687,H8SD010972018,NH8SD01097,O,democrat,0.0,SD01,federal:house,general_wayback,-0.939,-1.109,,
Michael Thomas Sherzan,IA,3.0,house,2018,D,2,20181224113422,5,1,homepage,https://www.sherzanforiowa.com,14992,2684,usable,"Sherzan, Michael Thomas",sherzan_michael,"Sherzan, Michael Thomas_2018_2",H4IA03057,cand131144,H4IA030572014,N00035286,C,democrat,3.0,IA03,federal:house,general_wayback,-0.616,,,
Kathyrn Lewis,VA,6.0,house,2018,R,2,20180816033500,3,1,homepage,https://www.votekathryn.com,3933,557,usable,"Lewis, Kathyrn",lewis_kathyrn,"Lewis, Kathyrn_2018_2",H8VA06195,,,,O,republican,6.0,VA06,,general_wayback,,,,
Andy Caffrey,CA,2.0,house,2018,D,2,20180831163410,1,1,homepage,https://caffrey2016.org,1419,106,thin,"Caffrey, Andy",caffrey_andy,"Caffrey, Andy_2018_2",H6CA02226,,,,C,democrat,2.0,CA02,,general_wayback,,,,
Alva Lytton,CA,11.0,house,2018,D,2,20180809162632,1,1,homepage,https://dennislytton.org,78,13,empty,"Lytton, Alva",lytton_alva,"Lytton, Alva_2018_2",H8CA11090,cand143109,H8CA110902018,NH8CA11090,C,democrat,11.0,CA11,federal:house,general_wayback,-1.326,-1.326,,
Jeffrey Allen Sr Beeler,WA,1.0,house,2018,R,2,20181023210901,6,1,homepage,https://www.beeler4congress.com,7984,1205,usable,"Beeler, Jeffrey Allen Sr",beeler_jeffrey,"Beeler, Jeffrey Allen Sr_2018_2",H8WA01077,cand145927,H8WA010772022,NH8WA01077,C,republican,1.0,WA01,federal:house,general_wayback,1.424,1.421,,
David Trone,MD,8.0,house,2018,D,2,20181203142259,19,14,action;biography;endorsements;homepage;news;other,https://davidtrone.com,33781,4372,usable,"Trone, David",trone_david,"Trone, David_2018_2",H6MD08549,cand137543,H6MD085492022,NH6MD08549,O,democrat,8.0,MD08,federal:house,general_wayback,-0.288,,,
Ted D Ii Howze,CA,9.0,house,2018,R,2,20181108184600,21,1,homepage,https://tedhowze.com,1085,102,thin,"Howze, Ted D Ii",howze_ted,"Howze, Ted D Ii_2018_2",H8CA10209,cand145359,H8CA102092020,NH8CA10209,C,republican,9.0,CA09,federal:house,general_wayback,1.287,1.035,,
Ross Wordhouse,OR,2.0,house,2018,D,2,20181119075511,4,1,homepage,https://rosswordhouse.com,428,73,thin,"Wordhouse, Ross",wordhouse_ross,"Wordhouse, Ross_2018_2",H8OR02138,,,,C,democrat,2.0,OR02,,general_wayback,,,,
Jamieson Hale Gradert,NH,1.0,house,2018,R,2,20181108043752,8,1,homepage,https://jamiesongradert.com,4949,774,usable,"Gradert, Jamieson Hale",gradert_jamieson,"Gradert, Jamieson Hale_2018_2",H6NH01289,,,,C,republican,1.0,NH01,,general_wayback,,,,
Phil Hornback,FL,15.0,house,2018,D,2,20181119090718,2,1,homepage,https://hornbackforcongress.com,719,89,thin,"Hornback, Phil",hornback_phil,"Hornback, Phil_2018_2",H8FL15198,cand143143,H8FL151982018,NH8FL15198,O,democrat,15.0,FL15,state:lower,general_wayback,-1.145,-1.145,,
Mimi Methvin,LA,3.0,house,2018,D,2,20181230172629,34,7,action;homepage;other,https://votemimi.org,50152,7661,usable,"Methvin, Mimi",methvin_mimi,"Methvin, Mimi_2018_2",H8LA03094,cand145492,H8LA030942018,NH8LA03094,C,democrat,3.0,LA03,federal:house,general_wayback,-0.689,-0.824,,
John Bt Iii Campbell,CA,45.0,house,2018,R,2,20180328142904,1,2,other,https://www.campbellforcongress.com,30347,4655,usable,"Campbell, John Bt Iii",campbell_john,"Campbell, John Bt Iii_2018_2",H6CA48039,cand160730,205392014,N00027565,C,republican,45.0,CA45,federal:house,general_wayback,1.051,,,
Jacques Mr. Jr Dandridge,TX,6.0,house,2018,R,2,20180227231505,7,1,homepage,http://www.shawndandridge.com,713,63,thin,"Dandridge, Jacques Mr. Jr",dandridge_jacques,"Dandridge, Jacques Mr. Jr_2018_2",H8TX06241,,,,O,republican,6.0,TX06,,general_wayback,,,,
Stacey Dash,CA,44.0,house,2018,R,2,20180309054654,8,2,biography;homepage,https://www.dashtodc.com,2837,442,usable,"Dash, Stacey",dash_stacey,"Dash, Stacey_2018_2",H8CA44109,cand144591,H8CA441092018,NH8CA44109,C,republican,44.0,CA44,federal:house,general_wayback,0.891,0.891,,
E J Pipkin,MD,1.0,house,2018,R,2,20181216031051,2,10,biography;homepage;issues;news;other,https://www.pipkinforsenate.com,21309,2893,usable,"Pipkin, E J",pipkin_e,"Pipkin, E J_2018_2",H8MD01128,cand54794,H8MD011282008,N00026417,C,republican,1.0,MD01,federal:house,general_wayback,0.85,,,
Jennifer Horn,NH,2.0,house,2018,R,2,20181122212954,5,30,homepage;news;other,https://www.jenniferhorn.org,121565,17690,usable,"Horn, Jennifer",horn_jennifer,"Horn, Jennifer_2018_2",H8NH02192,cand55440,H8NH021922010,N00029870,O,republican,2.0,NH02,federal:house,general_wayback,1.228,,,
Tom Mr. Rooney,FL,17.0,house,2018,R,2,20181116201203,8,1,homepage,https://www.tomrooney.com,592,89,thin,"Rooney, Tom Mr.",rooney_tom,"Rooney, Tom Mr._2018_2",H8FL16022,cand1037,209102018,N00029018,I,republican,17.0,FL17,federal:house,general_wayback,0.874,0.766,0.458,0.013
Paul Iii Berry,MO,1.0,house,2018,R,2,20180314171236,2,5,homepage;other,https://www.berryformissouri.com,21786,2859,usable,"Berry, Paul Iii",berry_paul,"Berry, Paul Iii_2018_2",H6MO01261,cand125841,H6MO012612016,NH6MO01261,C,republican,1.0,MO01,federal:house,general_wayback,1.457,,,
Mark J Leyva,IN,1.0,house,2018,R,2,20180415064247,11,10,action;homepage;news;other,https://www.markleyva.com,113630,16634,usable,"Leyva, Mark J",leyva_mark,"Leyva, Mark J_2018_2",H8IN01096,cand155676,H8IN010962022,N00003796,C,republican,1.0,IN01,federal:house,general_wayback,1.294,,,
Timothy Ryan,OH,13.0,house,2018,D,2,20180103160759,7,9,action;biography;homepage;news;other,https://timryanforcongress.com,41219,5904,usable,"Ryan, Timothy",ryan_timothy,"Ryan, Timothy_2018_2",H2OH17109,cand909,203432022,N00025280,I,democrat,13.0,OH13,federal:house,general_wayback,-0.548,-0.639,-0.402,0.208
Christine Eady Mann,TX,31.0,house,2018,D,2,20181226010849,21,2,homepage,https://christine4congress.com,4269,443,usable,"Mann, Christine Eady",mann_christine,"Mann, Christine Eady_2018_2",H8TX31033,cand140759,H8TX310332020,NH8TX31033,C,democrat,31.0,TX31,federal:house,general_wayback,-1.155,-1.194,,
Jason Sarnoski,NJ,5.0,house,2018,R,2,20180203090209,6,3,homepage;other,https://www.sarnoskiforcongress.com,14684,2032,usable,"Sarnoski, Jason",sarnoski_jason,"Sarnoski, Jason_2018_2",H8NJ05128,cand142017,H8NJ051282018,NH8NJ05128,C,republican,5.0,NJ05,federal:house,general_wayback,0.783,0.783,,
Shawna Roberts,OH,6.0,house,2018,D,2,20181023233737,4,7,endorsements;homepage;other,https://www.shawnarobertsforcongress2018.org,24821,3628,usable,"Roberts, Shawna",roberts_shawna,"Roberts, Shawna_2018_2",H8OH06133,cand144742,H8OH061332022,NH8OH06133,C,democrat,6.0,OH06,federal:house,general_wayback,-1.155,-1.163,,
Tom Cole,OK,4.0,house,2018,R,2,20180620032047,22,1,homepage,https://www.tomcoleforcongress.com,3137,324,usable,"Cole, Tom",cole_tom,"Cole, Tom_2018_2",H2OK04055,cand910,203442022,N00025726,I,republican,4.0,OK04,federal:house,general_wayback,0.877,0.794,0.324,0.4
Douglas L. Mr. Hoffman,NY,23.0,house,2018,R,2,20180804221521,10,28,homepage;news;other,https://www.doughoffmanforcongress.com,168637,26497,usable,"Hoffman, Douglas L. Mr.",hoffman_douglas,"Hoffman, Douglas L. Mr._2018_2",H0NY23107,cand38432,H0NY231072010,N00031013,C,republican,23.0,NY23,federal:house,general_wayback,1.344,,,
Kelly Mazeski,IL,6.0,house,2018,D,2,20180202001353,4,3,action;homepage,https://www.kellymazeski.com,19415,1686,usable,"Mazeski, Kelly",mazeski_kelly,"Mazeski, Kelly_2018_2",H8IL06121,cand141117,H8IL061212018,NH8IL06121,C,democrat,6.0,IL06,federal:house,general_wayback,-0.95,-0.932,,
Roseann P. Ivanovich,IN,1.0,house,2018,R,2,20180823000500,3,8,biography;homepage;issues;other,http://www.ivanovich4congress.com/,18138,2381,usable,"Ivanovich, Roseann P.",ivanovich_roseann,"Ivanovich, Roseann P._2018_2",H8IN01179,,,,C,republican,1.0,IN01,,general_wayback,,,,
David Mastrianni,NY,21.0,house,2018,D,2,20181119101135,12,1,homepage,https://www.mastrianni21.com,446,56,thin,"Mastrianni, David",mastrianni_david,"Mastrianni, David_2018_2",H8NY21336,cand144145,H8NY213362020,NH8NY21336,C,democrat,21.0,NY21,federal:house,general_wayback,-1.384,,,
Maria Mary Matiella,AZ,2.0,house,2018,D,2,20180530015005,1,1,homepage,https://matiellaforcongress.com,316,14,thin,"Matiella, Maria Mary",matiella_maria,"Matiella, Maria Mary_2018_2",H8AZ02144,cand141054,H8AZ021442018,NH8AZ02144,O,democrat,2.0,AZ02,federal:house,general_wayback,-1.057,-1.057,,
Aejaz (Raji) Rab,CA,30.0,house,2018,D,2,20180220043159,14,5,homepage;other,https://www.rabforcongress.com,20463,2967,usable,"Rab, Aejaz (Raji)",rab_aejaz,"Rab, Aejaz (Raji)_2018_2",H4CA30123,cand9997219,H4CA301232022,N00036728,C,democrat,30.0,CA30,federal:house,general_wayback,-0.627,,,
Maxine Waters,CA,43.0,house,2018,D,2,20181111195822,13,3,homepage;other,https://maxinewatersforcongress.com,1303,121,empty,"Waters, Maxine",waters_maxine,"Waters, Maxine_2018_2",H4CA23011,cand1195,291062022,N00006690,I,democrat,43.0,CA43,federal:house,general_wayback,-0.797,-0.894,-0.656,-0.079
Melissa Gilbert,MI,8.0,house,2018,D,2,20180325011028,1,2,homepage;other,https://www.gilbertformichigan.com,5072,429,usable,"Gilbert, Melissa",gilbert_melissa,"Gilbert, Melissa_2018_2",H6MI08247,cand129292,H6MI082472016,NH6MI08247,C,democrat,8.0,MI08,federal:house,general_wayback,-0.936,,,
Dwight Evans,PA,3.0,house,2018,D,2,20181114191817,20,18,action;biography;homepage;issues;news;other,http://www.dwightevans.com,98549,14243,usable,"Evans, Dwight",evans_dwight,"Evans, Dwight_2018_2",H6PA02171,cand102081,H6PA021712022,NH6PA02171,I,democrat,3.0,PA03,federal:house,general_wayback,-0.508,-0.611,-0.466,-0.13
Peter Roskam,IL,6.0,house,2018,R,2,20180426024542,110,2,homepage;other,http://roskam.house.gov,13744,1848,usable,"Roskam, Peter",roskam_peter,"Roskam, Peter_2018_2",H6IL06117,cand980,207152018,N00004719,I,republican,6.0,IL06,federal:house,general_wayback,0.996,1.168,0.429,0.018
J D Winteregg,OH,8.0,house,2018,R,2,20181204204809,7,12,action;biography;endorsements;homepage;issues;news;other,https://jdwinteregg.com,24245,3362,usable,"Winteregg, J D",winteregg_j,"Winteregg, J D_2018_2",H4OH08062,cand143504,H4OH080622016,N00035630,C,republican,8.0,OH08,federal:house,general_wayback,1.65,,,
E Brian Rose,MS,4.0,house,2018,R,2,20180328095917,9,13,action;homepage;issues;news;other,https://roseforcongress.com,44170,5964,usable,"Rose, E Brian",rose_e,"Rose, E Brian_2018_2",H8MS04453,cand142547,H8MS044532018,NH8MS04453,C,republican,4.0,MS04,federal:house,general_wayback,1.024,1.024,,
M. David Shapiro,FL,16.0,house,2018,D,2,20180425065437,11,16,biography;homepage;issues;news;other,https://voteshapiro2018.com/,37214,4979,usable,"Shapiro, M. David",shapiro_m,"Shapiro, M. David_2018_2",H8FL16055,cand142447,H8FL160552018,NH8FL16055,C,democrat,16.0,FL16,federal:house,general_wayback,-0.894,-0.963,,
James D O'Donnell,NY,18.0,house,2018,R,2,20181105115524,12,3,action;homepage;other,https://voteodonnell.com,10692,948,usable,"O'Donnell, James D",odonnell_james,"O'Donnell, James D_2018_2",H8NY18274,cand144143,H8NY182742020,NH8NY18274,C,republican,18.0,NY18,federal:house,general_wayback,0.514,0.856,,
Dawn Barlow,TN,6.0,house,2018,D,2,20181024023303,4,2,homepage;issues,https://www.dawnbarlowforcongress.com,11550,1731,usable,"Barlow, Dawn",barlow_dawn,"Barlow, Dawn_2018_2",H8TN06128,cand144801,H8TN061282020,NH8TN06128,O,democrat,6.0,TN06,federal:house,general_wayback,-0.584,-0.982,,
William Lacy Jr Clay,MO,1.0,house,2018,D,2,20180620153416,19,20,action;biography;homepage;news;other,https://www.lacyclay.org,82035,10653,usable,"Clay, William Lacy Jr",clay_william,"Clay, William Lacy Jr_2018_2",H0MO01066,cand867,120092020,N00012460,I,democrat,1.0,MO01,federal:house,general_wayback,-0.523,-0.56,-0.481,-0.078
Darin Mckay Lahood,IL,18.0,house,2018,R,2,20181017144700,12,12,action;endorsements;homepage;news;other,https://lahoodforcongress.com,25074,3400,usable,"Lahood, Darin Mckay",lahood_darin,"Lahood, Darin Mckay_2018_2",H6IL18088,cand124648,H6IL180882022,NH6IL18088,I,republican,18.0,IL18,federal:house,general_wayback,0.876,0.886,0.458,0.217
Raymond Anthony Jr. Meza,CA,34.0,house,2018,D,2,20181126230517,3,1,homepage,https://raymondmeza.com,40,7,empty,"Meza, Raymond Anthony Jr.",meza_raymond,"Meza, Raymond Anthony Jr._2018_2",H8CA34175,cand139801,H8CA341752018,NH8CA34175,O,democrat,34.0,CA34,federal:house,general_wayback,-1.455,-1.431,,
Michael Doyle,PA,18.0,house,2018,D,2,20180602065357,19,12,biography;homepage;news;other,https://www.mikedoyleforcongress.com,44293,5922,usable,"Doyle, Michael",doyle_michael,"Doyle, Michael_2018_2",H4PA18131,cand1398,295612022,N00001373,I,democrat,18.0,PA18,federal:house,general_wayback,-0.401,-0.583,-0.331,0.099
Jim Himes,CT,4.0,house,2018,D,2,20181109225914,11,1,homepage,http://www.himesforcongress.com,1206,142,thin,"Himes, Jim",himes_jim,"Himes, Jim_2018_2",H8CT04172,cand1034,209072022,N00029070,I,democrat,4.0,CT04,federal:house,general_wayback,-0.851,-0.918,-0.239,-0.224
Gail Dignam,LA,,house,2018,R,2,20180805015215,2,1,homepage,https://gaildignamforcongress.com,2661,346,usable,"Dignam, Gail",dignam_gail,"Dignam, Gail_2018_2",H2LA02081,,,,C,republican,,,,general_wayback,,,,
Albio Sires,NJ,8.0,house,2018,D,2,20180927220351,106,1,homepage,https://sires.house.gov,4189,431,usable,"Sires, Albio",sires_albio,"Sires, Albio_2018_2",H6NJ13191,cand964,205422022,N00027523,I,democrat,8.0,NJ08,federal:house,general_wayback,-0.377,-0.454,-0.404,0.098
Paul David Addis,PA,5.0,house,2018,R,2,20180216143825,10,6,action;homepage;issues;other,https://www.addisforpa.com,16463,2166,usable,"Addis, Paul David",addis_paul,"Addis, Paul David_2018_2",H8PA05303,,,,C,republican,5.0,PA05,,general_wayback,,,,
Bob Gray,GA,6.0,house,2018,R,2,20181120065510,4,12,action;biography;homepage;issues;news;other,https://www.bobgrayga.com,20444,2726,usable,"Gray, Bob",gray_bob,"Gray, Bob_2018_2",H8GA06252,cand151817,H8GA062522018,NH8GA06252,O,republican,6.0,GA06,federal:house,general_wayback,1.469,1.469,,
